phone,address,description,name,link
097 335 42 73,"257 Vũ Tông Phan, phường Khương Trung, Quận Thanh Xuân, Hanoi, Vietnam",N/A,Zippy Store Mỹ Phẩm Hàn Quốc,https://www.facebook.com/ZippyStoreMyPhamChinhHang?__tn__=%3C
N/A,N/A,N/A,Mỹ phẩm nội địa Hàn Quốc chính hãng,https://www.facebook.com/profile.php?id=100063557983063&__tn__=%3C
096 304 84 67,N/A,N/A,Mỹ Phẩm Chuyên Sỉ Giá Tốt (Hàn Quốc A),https://www.facebook.com/mpcsgt3?__tn__=%3C
094 208 00 80,N/A,N/A,Janssen Cosmetics Viet Nam,https://www.facebook.com/janssencosmeticvietnam?__cft__[0]=AZY7-l6HXXQtA8Jfq7KTZ-8CFzwiDZ0iKxw1hlhDDMDO2H56kGQbI5Vfl_JUqVt6i1on9uhTl8ILIa9MZXoxjgFyGKmLUzYWDwYvV0wj2siWgaP_Lti91elBFLnp56QA8bUDWS1iErqgh9HaY15Golm6-5av7hbEoIZlPIYCRZqyqHM7BpcexB7R3_xq2XvThJbDCc47fUWLVUJO84LlgwUHBRsjaS1XjRU_p3MjG2JjMVoq1qSf4u0dZesTgUeOmZnOY8e3-Hjrbj-B6zgbltBt4fGz0kZKy2e35LUGqvXeILDR1i81j5tiCDZyopOpiTw&__tn__=%3C%2CP-R
093 630 45 03,"Đồng trữ -Phú Nghĩa -Hà Nội, Hanoi, Vietnam",N/A,Dược mỹ phẩm chính hãng sỉ -lẻ,https://www.facebook.com/profile.php?id=61584852846434&__tn__=%3C
036 462 6664,"Nguyễn Cơ Thạch, Hanoi, Vietnam",N/A,Bielenda - Mỹ phẩm thiên nhiên,https://www.facebook.com/bielenda.vn?__tn__=%3C
076 668 2234,N/A,N/A,Thế Giới Mỹ Phẩm Xách Tay,https://www.facebook.com/HUNGTHUY994?__tn__=%3C
091 391 85 58,"Phố Hà Cầu, Hà Nội, Việt Nam, Hà Đông, Vietnam",N/A,"Nghi cosmetic chuyên mỹ phẩm xách tay, thực phẩm chức năng",https://www.facebook.com/profile.php?id=100076900419103&__tn__=%3C
N/A,"BT-04 Ngõ 6 Nguyễn Văn Lộc, Hà Đông, Hà Nội, Hà Đông, Vietnam",N/A,CEO Phạm Huế - Dr.Uk Dược mỹ phẩm trị nám Anh Quốc,https://www.facebook.com/profile.php?id=100083723582729&__tn__=%3C
091 198 43 88,"Số 97 Thảo Nguyên - khu đô thị Ecopark, Văn Giang, Hung Yen, Vietnam",N/A,Puderma - Mỹ Phẩm Chính Hãng,https://www.facebook.com/Puderma.MyPham.ChinhHang?__tn__=%3C
090 848 24 88,"15 Hàng Mắm, Lý Thái Tổ, Hoàn Kiếm, Hà Nội, Hanoi, Vietnam",N/A,La Beauté,https://www.facebook.com/15HangMam?__tn__=%3C
N/A,N/A,N/A,Hoa Pham Hàng Mỹ,https://www.facebook.com/HoaPhamHangMy6868?__tn__=%3C
938835881,N/A,N/A,AnThy Pham,https://www.facebook.com/anthyphamchinhchu?__tn__=%3C
N/A,"110 B13 Kim Liên ( đường Lương Đình Của ), Hanoi, Vietnam",N/A,Hàng Nhật xách tay - IKID,https://www.facebook.com/hangnhat.donhatban.xachtay?__tn__=%3C
966655248,"Tân Tây Đô, Hoai Duc Phu, Vietnam",N/A,Huyền Phạm,https://www.facebook.com/HuyenPhamHeracos?__tn__=%3C
N/A,"Số 6 Nguyễn Trung Trực Phường 5 Quận Bình Thạnh Thành Phố Hồ Chí Minh, Ho Chi Minh City, Vietnam",N/A,Hội Review Mỹ Phẩm Và Kinh Nghiệm Làm Đẹp Hàn Quốc,https://www.facebook.com/profile.php?id=100067874869218&__tn__=%3C
094 669 26 16,"Block 8-TM3-16 Khu Đô Thị The Manor Central Prak Nguyễn Xiển , Đại Kim, Hoàng Mai, Hà Nội, Phùng Khoang, Vietnam",N/A,Dược Mỹ Phẩm Dr.HEDISON Hàn Quốc - ĐỖ TỊNH TRỰC THUỘC CÔNG TY,https://www.facebook.com/profile.php?id=100043018731274&__tn__=%3C
098 892 69 81,"Chợ Đại Hưng , Hung Yen, Vietnam",N/A,Ngọc Ánh Cosmetic,https://www.facebook.com/MyPhamChinhHangHungYen?__tn__=%3C
0868 000 166,"Đường Số 15 Thành Phố Giao Lưu, Hanoi, Vietnam",N/A,Ngoc Beauty - Chuyên Hàng Xách Tay Chính Hãng,https://www.facebook.com/myphamxachtayngocbeauty?__tn__=%3C
098 673 72 02,"10 Dương Quảng Hàm, Hanoi, Vietnam",N/A,LaLuong Beauty,https://www.facebook.com/MyPhamLaluong?__tn__=%3C
097 333 33 62,"Mặt sau Smile Building, số 01, phố Nguyễn Cảnh Dị, Hanoi, Vietnam",N/A,Zô Shop,https://www.facebook.com/ShopOfZo?__tn__=%3C
N/A,N/A,N/A,Gia Dụng Nhà XInh,https://www.facebook.com/EvaMyPhamTrangDiem?__tn__=%3C
N/A,"79 Ngụy Như Kon Tum, phường Thanh Xuân, Hà Nội, Hanoi, Vietnam",N/A,Tiếng Hàn Thầy Tư,https://www.facebook.com/tienghanthaytuofficial?__tn__=%3C
097 966 77 25,"Số 2 ngõ 292 Nghi Tàm, Yên Phụ, Tây Hồ, Hanoi, Vietnam",N/A,Bimore,https://www.facebook.com/bimore.vn?__tn__=%3C
036 339 9796,"172 Cầu Giấy, Hà Nội, Hanoi, Vietnam",N/A,Chamy Clothing,https://www.facebook.com/Chamyclothing?__tn__=%3C
098 172 30 60,N/A,N/A,Kem Bôi Cao Ngựa Nhập Khẩu,https://www.facebook.com/MyPhamNhapKhauCs2?__tn__=%3C
093 488 99 60,"24 Hai Bà Trưng, tp Huế, Hue, Vietnam",N/A,Yen Tran - Skincarelover,https://www.facebook.com/yenmyphamhq?__tn__=%3C
097 999 34 39,N/A,N/A,iPhone Giá Rẻ Nhất,https://www.facebook.com/iphonegiarenhatmang?__tn__=%3C
097 965 88 85,"D1 ngõ 7 Khuất Duy Tiến, Thanh Xuân Bắc, Thanh Xuân, Hanoi, Vietnam",N/A,Jesse Store,https://www.facebook.com/jesse.com.vn?__tn__=%3C
032 990 2111,"36 cầu bưu, Hà Đông, Vietnam",N/A,Sao Thái Dương Chăm Sức Khỏe,https://www.facebook.com/MyPhamThaiDuong2020?__tn__=%3C
097 589 21 79,N/A,N/A,"Mỹ phẩm, quần áo Order Hàn Quốc",https://www.facebook.com/Ankhanhoder?__tn__=%3C
096 262 62 52,N/A,N/A,Mỹ Phẩm Thiên Nhiên,https://www.facebook.com/MyPhamThienNhienQlinne?__tn__=%3C
974746742,N/A,N/A,Mỹ Phẩm TNT,https://www.facebook.com/myphamTNT86?__tn__=%3C
036 253 6102,"68 Khúc Thừa Dụ - Cầu Giấy - Hà Nội, Hanoi, Vietnam",N/A,Mỹ Phẩm Chính Hãng,https://www.facebook.com/profile.php?id=61559079581040&__tn__=%3C
090 144 49 99,"333 Tiểu La , Da Nang, Vietnam",N/A,Mỹ Phẩm Quốc Tế Huong Ceo,https://www.facebook.com/hclastingcompany?__tn__=%3C
N/A,"Sơn Tây Hà Nội, Hanoi, Vietnam",N/A,Mỹ phẩm diamond_luxury,https://www.facebook.com/profile.php?id=61551675915255&__tn__=%3C
